summary_scope;row_count;participant_count;task_count;group_count;TTU_total;TTU_average;DOU_total;DOU_average;TTU_count;TTU_participant_totals;DOU_count;DOU_participant_totals
all;357;21;17;3;16983;47.57142857142857;324.6464285714286;0.9093737494997999;357;"[[""D"", ""p03"", 611.0], [""D"", ""p04"", 665.0], [""D"", ""p05"", 777.0], [""D"", ""p06"", 993.0], [""D"", ""p07"", 877.0], [""D"", ""p20"", 709.0], [""D"", ""p38"", 772.0], [""F"", ""p01"", 966.0], [""F"", ""p21"", 939.0], [""F"", ""p26"", 642.0], [""F"", ""p27"", 902.0], [""F"", ""p31"", 1524.0], [""F"", ""p33"", 452.0], [""F"", ""p34"", 856.0], [""S"", ""p02"", 901.0], [""S"", ""p09"", 940.0], [""S"", ""p11"", 445.0], [""S"", ""p14"", 867.0], [""S"", ""p15"", 1034.0], [""S"", ""p28"", 537.0], [""S"", ""p30"", 574.0]]";357;"[[""D"", ""p03"", 16.45277777777778], [""D"", ""p04"", 16.43888888888889], [""D"", ""p05"", 16.067460317460316], [""D"", ""p06"", 16.56388888888889], [""D"", ""p07"", 15.421031746031746], [""D"", ""p20"", 16.07777777777778], [""D"", ""p38"", 15.917063492063493], [""F"", ""p01"", 13.349603174603175], [""F"", ""p21"", 14.687914862914862], [""F"", ""p26"", 16.259090909090908], [""F"", ""p27"", 14.981962481962482], [""F"", ""p31"", 12.76154401154401], [""F"", ""p33"", 16.391233766233768], [""F"", ""p34"", 16.400252525252526], [""S"", ""p02"", 15.05], [""S"", ""p09"", 16.0281746031746], [""S"", ""p11"", 14.972619047619048], [""S"", ""p14"", 13.49426406926407], [""S"", ""p15"", 15.096356421356422], [""S"", ""p28"", 15.788095238095238], [""S"", ""p30"", 16.446428571428573]]"
